pat_id,birth_date,death_date,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,prior_opioid_abuse_diag
a8a7d792-27b8-4681-b983-8b8584a899ea,1952-09-21,,999-88-1013,S99925523,X21055585X,Mr.,Adolfo777,Miller503,,,S,white,irish,M,Eden Prairie,406 Reichert Haven Suite 30 Eveleth Minnesota 55734 US,1
4f2b0232-6373-4fca-ba8d-697d6382bdfc,1955-12-18,,999-13-2685,S99946454,X62554765X,Mr.,Romeo514,Koepp521,,,M,white,american,M,Mayship,1017 Volkman Common Minneapolis Minnesota 55401 US,1
f650fba9-cb5c-442f-a725-a7ca851b92f5,1955-05-29,,999-72-6219,S99938785,X61878924X,Mrs.,Marquetta382,Rippin620,PhD,Altenwerth646,M,white,scottish,F,Golden Valley,893 Lindgren Run Apt 63 Fridley Minnesota 55421 US,0
95ac7ce1-a954-47ec-afe7-35a8de707e3a,1954-05-13,,999-62-9716,S99931458,X55300753X,Mrs.,Mittie376,Goldner995,,Klein929,M,white,english,F,Otsego,933 Davis Underpass Apt 61 Lake Elmo Minnesota 55042 US,0
950bbadf-afd6-44b4-b596-24a11f26aa63,1949-06-06,,999-40-5596,S99941753,X37748936X,Mr.,Edmond919,Schoen8,,,M,white,irish,M,Lauderdale,169 Crooks Common Suite 40 Vadnais Heights Minnesota 55109 US,0
bd724968-fb82-4c27-a9a0-8c4a4c46a396,1965-09-05,,999-41-8726,S99982714,X55634173X,Mrs.,Valentine262,Kuhic920,,Cole117,M,white,italian,F,Minneapolis,1025 Bauch Mission Apt 17 Eden Prairie Minnesota 55344 US,0
4c2d3538-0665-4e58-a58a-95437b60d570,1994-12-31,,999-43-8172,S99981421,X76031677X,Ms.,Merissa718,Bernier607,,,,white,irish,F,Little Falls,533 Gaylord Key Coon Rapids Minnesota 55304 US,1
e7031d5e-ff1d-4d29-8bf1-f53689a0863d,2011-02-28,,999-66-3067,,,,Hannelore734,Hayes766,,,,white,french,F,Long Prairieship,811 Lueilwitz Common Suite 22 Apple Valley Minnesota 55068 US,0
704079bd-ad2e-4181-b793-7e331ad5cfff,1959-11-29,,999-29-4559,S99920252,X81911719X,Mr.,Zachery872,O'Connell601,,,M,white,italian,M,Vadnais Heights,392 Pfeffer Course Suite 17 Owatonna Minnesota 55060 US,0
8264dbd6-a866-4525-a35b-648e45d8ea20,1998-10-11,,999-12-6098,S99930311,,Mr.,Jody426,Beer512,,,,white,polish,M,Prior Lake,851 Gulgowski Crossing Suite 35 Apple Valley Minnesota 55068 US,1
d69eb94d-6869-412c-8855-add3606e2aa3,1950-02-23,2008-07-04,999-15-1339,S99977914,X30441890X,Mr.,Michel472,Swaniawski813,,,S,white,english,M,Sunriseship,527 Mann Arcade Apt 98 Shingobeeship Minnesota  US,0
3b7da5ef-d375-46ac-b1f9-8af2fa789b6c,1964-05-19,,999-94-7777,S99980340,X8518801X,Mrs.,Stephnie566,Wyman904,,Roob72,M,white,english,F,Willmar,568 VonRueden Road Orrockship Minnesota  US,0
6afb874f-5900-468a-ad66-3b0738ca7b6c,2000-04-18,,999-43-9883,S99948462,,Ms.,Kia427,Kub800,,,,white,irish,F,Wabasso,983 O'Hara Station Burnsville Minnesota 55044 US,0
17c47a29-306c-4b50-9b6f-0bc82a77ce0c,2012-01-10,,999-91-7864,,,,Lissette621,Haley279,,,,native,american_indian,F,Nevisship,660 Reinger Rue Apt 89 Shingobeeship Minnesota  US,0
b899aaf1-eeda-4923-8629-8181d639808d,1984-08-02,,999-69-7302,S99919437,X31076748X,Mrs.,Rochell365,McCullough561,,Hermiston71,M,black,west_indian,F,Winthrop,679 Haley Byway Suite 86 St. Louis Park Minnesota 55343 US,0
d937cd05-dae5-4571-ac91-ac91ab01d7a5,2015-04-20,,999-90-5802,,,,Catharine355,Tremblay80,,,,white,swedish,F,Raymond,446 Wiegand Port Suite 49 Edina Minnesota 55343 US,1
0453872a-9db6-422e-8f67-f24fdd71f796,2012-07-22,,999-37-8257,,,,Paul232,Roberts511,,,,white,english,M,Coon Rapids,427 Predovic View Lyndenship Minnesota  US,0
6f9b81ca-7995-4fed-8560-11e5841e6f56,1961-02-14,,999-39-5724,S99946474,X53516613X,Ms.,Kiesha539,Torphy630,,,S,white,italian,F,Plymouth,157 Pfannerstill Rue Unit 14 Minnetrista Minnesota 55331 US,0
13b6505a-a0db-4795-a61a-d96858b3e64f,2012-11-06,,999-35-2555,,,,Myesha901,Volkman526,,,,white,english,F,Lowvilleship,294 Gibson Burg Isanti Minnesota 55040 US,1
859453d4-eafe-4dc3-8960-d5663dfd3246,1936-05-11,2013-02-18,999-72-5786,S99989242,X59742272X,Ms.,Sharita792,Koss676,,,S,white,french,F,Hibbing,158 Satterfield Bypass Suite 92 Buckman Minnesota 56364 US,0
9f3b1e71-ce82-4bee-9b40-a4cfc1cafdcc,1954-12-31,,999-75-5928,S99952273,X4135162X,Mr.,Vincent299,McLaughlin530,,,S,white,greek,M,Plymouth,1018 Keeling Flat Apt 23 Lakeville Minnesota 55024 US,1
bf5d4357-4c8e-45fd-861d-3ef5688d5c2d,2006-01-29,,999-29-2294,,,,Susan422,Hegmann834,,,,black,african,F,Lakeville,564 O'Hara Pathway Apt 99 Stillwater Minnesota 55082 US,0
de67bac7-c06b-40d8-b1cc-df1ef4f8f72e,2014-07-06,2015-09-20,999-42-4821,,,,Ramiro608,Kautzer186,,,,white,irish,M,Faribault,408 Fahey Rest Buckman Minnesota 56364 US,1
4e220ca4-08be-463b-ba28-4b4beee07455,1951-08-30,,999-60-5640,S99959351,X40981933X,Mr.,Freeman822,Gerlach374,,,M,white,irish,M,St. Louis Park,630 Schumm Village Minneapolis Minnesota 55401 US,1
75ddaed5-5e91-4115-bc0f-4633b31741d9,1935-02-04,2013-11-18,999-49-8202,S99960980,X77770162X,Mrs.,Valentine262,Witting912,,Quitzon246,M,white,english,F,Eden Prairie,481 King Arcade Minnetonka Minnesota 55305 US,1
dc0d93e5-42a1-400f-a42d-cf8f810c0530,1971-06-13,,999-60-1143,S99936478,X48267867X,Mr.,Ashley34,Monahan736,,,M,white,french,M,Golden Valley,308 Conroy Port Cottage Grove Minnesota 55016 US,0
70a2e665-823d-484c-b3f3-8ec71bf9bf90,1958-12-02,,999-35-1448,S99989862,X40358459X,Mrs.,Elly836,Baumbach677,,Collins926,M,white,french,F,Pelicanship,1058 Ledner Esplanade Medfordship Minnesota  US,1
ed9cf0de-4832-416c-ab44-a781d2c12f08,2006-01-30,,999-41-7623,,,,Shirley182,Zulauf375,,,,white,english,M,Lakeville,218 Flatley Manor Eagan Minnesota 55120 US,0
4797d30a-c64a-48bd-b36d-99a1dff86b09,1962-06-17,,999-11-5611,S99945251,X625160X,Mr.,Sebastian508,Steuber698,,,M,white,portuguese,M,Miloship,478 Dach Drive Coon Rapids Minnesota 55304 US,1
a2035dfc-4353-4f47-a9c7-367b4e382bcc,1989-11-22,,999-95-5943,S99916499,X59213470X,Mr.,Raphael767,Collier206,,,S,white,portuguese,M,Brooklyn Center,751 King Throughway Fridley Minnesota 55421 US,1
5c822ae7-920d-49ce-ad7d-21dd2eaca98d,1921-06-15,1998-03-11,999-51-4251,S99961665,X47295979X,Mr.,Emory494,Lakin515,,,M,white,irish,M,Minneapolis,320 Nikolaus Course Apt 49 Pokegamaship Minnesota  US,1
2d7feb69-ba3b-47ca-be9c-d7e3c7da1e09,2011-06-18,,999-66-7071,,,,Noe500,Moore224,,,,white,italian,M,West St. Paul,431 Altenwerth Extension Sargeantship Minnesota  US,1
0a805bf8-b52e-4833-accb-1ca6318df35d,1948-01-27,,999-66-5224,S99958174,X10054079X,Mrs.,Kathie378,Ankunding277,PhD,Hilpert278,M,white,irish,F,New Prague,744 Hayes Approach Suite 92 Buckman Minnesota 56364 US,0
b8acbae9-b380-4259-846f-56269b42ed68,1999-10-17,,999-27-6113,S99936728,,Ms.,Johana303,Hammes673,,,,white,irish,F,Stewartville,1043 Walter Bridge Maple Grove Minnesota 55311 US,0
90272323-66be-4fe4-900b-9458b1036252,1954-05-01,,999-16-1890,S99932569,X73384433X,Mr.,Hernán834,Candelaria844,,,M,hispanic,mexican,M,Minnetrista,131 Dicki Divide Suite 21 Minnetonka Minnesota 55305 US,0
c05f1758-fa07-4bbc-994f-a3ea592282a4,1969-11-11,,999-68-9584,S99972085,X15449301X,Mr.,Eldon28,Baumbach677,,,S,white,italian,M,St. Paul,1059 Larkin Trace Hibbing Minnesota 55746 US,1
57739f56-cd60-4404-91b2-cebe7ff0d2a7,1953-09-06,,999-71-3570,S99962956,X22419043X,Mr.,Carrol931,Lindgren255,,,M,white,irish,M,Minneapolis,170 Thiel Walk Unit 12 Oakdale Minnesota 55042 US,0
eac59354-fd15-4abf-8a35-2b3d47ce8b8b,1935-03-07,,999-27-4844,S99952304,X36871676X,Mrs.,Willette878,Sipes176,,Bailey598,M,white,italian,F,St. Louis Park,243 Feil Passage Minneapolis Minnesota 55401 US,0
8a1fc1f9-0f95-44f8-b632-e3aedc601e58,2017-06-28,,999-21-5534,,,,Lynn917,Larson43,,,,white,irish,M,Shakopee,647 Towne View Minneapolis Minnesota 55401 US,0
0a5f64c8-0e40-43bd-b900-56ef817eb563,1950-01-18,,999-47-1760,S99994345,X23526010X,Mr.,Kip442,Aufderhar910,,,M,white,french,M,Bellevueship,203 Swift Alley Apt 10 Pokegamaship Minnesota  US,1
a2f1cef7-2eb5-4834-bdab-b51f8c45ea45,2016-02-17,,999-16-3875,,,,Treasa448,Reinger292,,,,white,italian,F,Bloomington,1061 Stamm Dam Apt 17 Rosemount Minnesota 55068 US,0
efb09d41-9b3e-4aa0-973f-a681976f2a56,2016-01-20,,999-59-9694,,,,Tristan353,Schmitt836,,,,white,italian,M,Plymouth,270 Beatty Arcade Alexandria Minnesota 56308 US,0
6ff99548-1b9a-4821-a004-047e16b97b21,1961-08-05,,999-87-3252,S99986063,X53797912X,Mrs.,Tamera164,Rempel203,JD,Dickinson688,M,asian,chinese,F,Fridley,619 Simonis Lodge Wyanettship Minnesota  US,0
f104f036-6ced-4550-b68b-99ed772bf873,1981-02-12,,999-79-9638,S99926064,X38692699X,Mr.,Jamal145,Upton904,,,M,white,irish,M,Fountainship,399 Lakin Extension Suite 97 La Grandship Minnesota  US,0
5d37c296-74c0-4bd1-8641-b04d72447719,1969-07-03,,999-71-7765,S99943188,X4105113X,Mrs.,Hollie21,Wilderman619,,O'Connell601,M,white,german,F,Hermantown,947 Olson Forge Unit 72 Crystal Minnesota 55422 US,1
ea7ea3ea-83f8-4baf-a5ad-27f15a62b993,1971-01-20,,999-18-8344,S99915147,X73336622X,Mrs.,Merlene950,Dickens475,,Kozey370,M,black,dominican,F,Grand Rapids,304 Abshire Path Willmar Minnesota 56201 US,1
ce0926b1-0e91-4bbd-9cb1-a133d424e550,1962-07-27,,999-79-6911,S99925038,X83509207X,Mr.,Emmanuel930,Breitenberg711,,,M,white,polish,M,Victorship,408 Thiel Highlands Red Rockship Minnesota  US,0
59d308de-573d-4ed8-a354-8427c87efdd1,1992-11-06,,999-60-9402,S99950462,X6153327X,Mr.,Ricardo560,Gusikowski974,,,,asian,asian_indian,M,Shelly,317 Ebert Knoll St. Paul Minnesota 55101 US,1
1a1b6671-c80d-4e91-bf28-7690adb8e57f,2009-12-15,,999-24-4099,,,,Grover559,Huel628,,,,white,german,M,Mahnomen,1027 Muller Divide Apt 56 Fridley Minnesota 55421 US,0
a3524f83-4db6-49c9-9514-d8bdb21e0130,1953-07-24,2000-10-13,999-28-7094,S99919888,X6444331X,Mrs.,Charlsie105,Treutel973,,Hoppe518,M,white,portuguese,F,Circle Pines,285 Raynor Brook Livoniaship Minnesota  US,1
d7051fdf-ecf8-4ec7-a2e8-e903c5cc34a0,1975-08-31,,999-58-7412,S99937722,X87635838X,Mrs.,Lavonne167,Block661,,Schiller186,M,white,swedish,F,Minneapolis,787 Lebsack Burg Unit 54 Ham Lake Minnesota 55304 US,1
93616303-e3a7-4208-9bea-436d8d0b7ac6,1992-10-22,,999-55-5720,S99973995,X352836X,Mr.,Earle679,Legros616,,,,white,italian,M,Rochester,544 White Overpass Unit 37 Ricelandship Minnesota  US,0
79cf9333-aaee-4713-b063-98916e01e9e2,1943-07-15,2004-12-01,999-16-1732,S99932760,X42813928X,Mrs.,Catrina144,Swaniawski813,,Effertz744,M,white,irish,F,Maple Grove,199 Halvorson Parade Suite 29 Eden Prairie Minnesota 55344 US,0
13442c32-0815-47ca-988b-933e53046369,1957-09-28,,999-96-9888,S99995890,X40354144X,Mrs.,Ricki338,Hudson301,,Okuneva707,M,white,italian,F,Ravennaship,855 Howell Dale Apt 76 Minneapolis Minnesota 55401 US,0
ba908f17-0573-4cc0-aa08-549aff22959a,1959-05-24,2013-01-20,999-66-6602,S99958769,X57016662X,Mr.,Roman389,Olson653,,,M,white,polish,M,Lake Emmaship,779 Feil Ville Suite 99 Laporte Minnesota 56461 US,0
653d1328-6849-4b1d-8c54-cd023620f73c,1994-07-21,,999-42-6836,S99989486,X30959792X,Mr.,Ike571,Ruecker817,,,,white,irish,M,Farmington,291 Jacobson Neck Livoniaship Minnesota  US,0
7d8ebc92-f8aa-4c4e-a5bc-c9c4e7144c10,2017-09-07,,999-81-4911,,,,Spencer878,Hegmann834,,,,white,irish,M,Blackberryship,319 Denesik Trace Big Lake Minnesota 55720 US,0
6a25e6f2-d941-4189-bdfa-bf74ba5c1427,2014-06-13,,999-26-4655,,,,Cristen212,Stark857,,,,white,greek,F,East Bethel,1086 Frami Dale Eden Prairie Minnesota 55344 US,0
9294e793-620a-41f6-85cc-a9a5827d8aef,1950-12-27,2016-03-21,999-45-3474,S99962980,X24207455X,Mrs.,Fiona703,DuBuque211,,Grant908,M,white,italian,F,Courtlandship,307 Batz Green Unit 41 Buffalo Minnesota 55313 US,0
f37f9059-0d9e-4488-92a6-0db4730002fd,1972-05-04,,999-96-5688,S99922086,X21418042X,Mr.,Gino587,Dibbert990,,,M,asian,chinese,M,Plymouth,926 Cummerata Fork St. Paul Minnesota 55101 US,1
aa6b253f-52db-4bcb-b089-872cb216a4d2,1974-09-17,,999-62-7907,S99994942,X8664384X,Ms.,Denita497,Walker122,,,S,white,french_canadian,F,Bloomington,131 Kuphal Track Burnsville Minnesota 55044 US,0
e043f7db-758d-49b0-b80c-12366cb18884,1989-05-08,,999-10-5384,S99977597,X32545535X,Mr.,Gregory545,Kihn564,,,M,white,french,M,South St. Paul,403 Koss Center Minneapolis Minnesota 55401 US,0
6b239736-d334-4f71-8662-f90a57eb9f8e,1991-04-26,,999-82-4489,S99928015,X88161072X,Mrs.,Lavera253,Johnston597,,Hauck852,M,white,swedish,F,Minnetonka,977 Monahan Port Unit 64 Eden Prairie Minnesota 55344 US,0
6ae1ecd0-9b2d-4549-ba03-33fcce33b833,1966-01-09,2000-10-08,999-68-7461,S99946294,X47586541X,Ms.,Marilou153,Greenfelder433,,,S,white,german,F,Brunswickship,863 Tromp Gate Laporte Minnesota 56461 US,1
f93143f9-e499-43dc-9da1-4862673055ab,1981-10-03,,999-26-6715,S99971783,X55235272X,Mrs.,Delicia67,Dooley940,,Leannon79,M,white,german,F,South St. Paul,149 Bartell Trace Unit 72 Inver Grove Heights Minnesota 55075 US,0
2e8d8bda-6d0a-4d9e-91e6-6d3c623a25d8,1972-01-21,,999-63-2981,S99920968,X24755484X,Mr.,Neal874,VonRueden376,,,M,black,west_indian,M,Bancroftship,761 Langworth Alley Suite 61 St. Paul Minnesota 55101 US,0
cf49b13f-6f7c-4a42-9e94-c9f9ac786f65,1940-03-05,,999-52-4581,S99981320,X84316701X,Mrs.,Lynna524,Becker968,,Krajcik437,M,white,american,F,Fahlunship,922 Botsford Park Apt 66 Burnsville Minnesota 55044 US,0
4a4e9d82-5c44-415c-b49a-84a3763033b5,1988-12-29,,999-15-4373,S99928756,X67749033X,Mrs.,Mercedes82,Caraballo427,,Roque844,M,hispanic,puerto_rican,F,Minneapolis,521 Harris Walk Unit 42 Buffalo Minnesota 55313 US,0
1569e088-2ac9-4257-b97a-71cb24565c5c,1957-07-25,1969-03-27,999-67-6113,,,,Jeffery551,Stanton715,,,,white,english,M,Hibbing,506 West Crossing Laporte Minnesota 56461 US,1
63bf7cb3-765f-409b-94a8-681c1174586a,1968-12-08,1981-08-14,999-73-3945,,,,Roma9,Doyle959,,,,white,irish,F,Spring Lakeship,1045 Ziemann Bridge Suite 33 Isantiship Minnesota  US,0
2083dfa2-c887-4970-b622-0521f526c68f,2008-12-11,,999-42-2708,,,,Maureen515,Walter473,,,,white,irish,F,Maple Grove,624 Green Forge Thief River Falls Minnesota 56701 US,0
974393c2-64d5-41eb-925d-1cb988b8deca,1946-04-13,,999-66-7851,S99934617,X63768686X,Mr.,Derek111,Ratke343,,,S,white,italian,M,Ottertail,104 Witting Gateway Falcon Heights Minnesota 55108 US,0
31fb94af-3115-456f-88cf-d11e709832db,2016-03-07,,999-92-2992,,,,Rozanne215,Wehner319,,,,white,portuguese,F,Santiagoship,402 Pollich Promenade Laporte Minnesota 56461 US,0
d56c15af-5eb0-4de7-840b-d308f6bd790e,2014-03-15,,999-44-2654,,,,Gale827,Gorczany269,,,,white,french,M,Buffalo,625 Kessler Ramp Suite 33 Isantiship Minnesota  US,1
02fa6f0c-acd6-4ed4-8310-5f1ea02ef814,1992-11-14,,999-69-8195,S99956168,X83614530X,Mr.,Benito209,Mosciski958,,,,white,english,M,Cottage Grove,370 Kutch Parade Brooklyn Park Minnesota 55428 US,0
ec3ad70a-5633-44db-b4c3-61ceb7e4b601,1995-09-04,,999-41-5008,S99914341,X80163832X,Ms.,Valentina258,Zboncak558,,,,white,italian,F,Fridley,240 Skiles Path Apt 36 Coon Rapids Minnesota 55304 US,0
49e900c7-7452-4203-ac4d-3384ad15eec4,1960-03-31,1976-07-01,999-92-1468,S99940798,,,Angelena945,Kiehn525,,,,white,irish,F,Aurdalship,608 Koepp Landing Rochester Minnesota 55901 US,0
52c09bb3-7693-43a0-bf71-48503aa10f4e,1998-03-18,,999-41-4284,S99981637,X83798502X,Ms.,Delcie812,Cartwright189,,,,white,german,F,Savage,439 Bins Branch Crystal Minnesota 55422 US,0
8469448b-415a-4557-b053-d58065fa51fc,1968-07-13,,999-66-7010,S99925803,X82548618X,Mrs.,Laticia649,Auer97,,Daniel959,M,white,irish,F,Eagle Lake,431 Stoltenberg Landing Suite 44 Barclayship Minnesota  US,1
53ca4bbf-d903-4429-9efc-86e0157bd072,1994-10-31,,999-12-5190,S99931000,X33907692X,Mr.,Eduardo902,Bueno515,,,,hispanic,puerto_rican,M,Oakdale,683 Rolfson Esplanade Rogers Minnesota 55311 US,0
7a9dda3f-4238-4239-a0f4-72274d3e13fa,1950-10-25,1986-07-17,999-87-5933,S99929272,X25973726X,Mr.,Gustavo235,Mosciski958,,,S,white,polish,M,Eden Prairie,220 Funk Avenue Suite 33 Rochester Minnesota 55901 US,0
7385b60b-b6fb-4507-bbb3-adfac6477943,2009-04-19,,999-22-4252,,,,Rolando809,Sawayn19,,,,white,irish,M,Lino Lakes,971 Ebert Run Apt 11 Minneapolis Minnesota 55401 US,0
1e7a1789-1a24-448f-ad00-010b0d764257,2005-06-06,,999-85-6656,,,,Daysi106,Kreiger457,,,,white,italian,F,Shorewood,262 Dibbert Highlands Groveship Minnesota  US,0
e6ecc0b2-ab17-4076-a4d6-ae7f9e773480,1994-09-16,,999-57-7570,S99925817,X27907597X,Ms.,Elsie248,Anderson154,,,,white,english,F,Lakeville,799 Shields Dale Duluth Minnesota 55802 US,0
6967e3a0-771f-495d-bf2f-a98d50256711,1952-03-02,,999-43-6027,S99990943,X2884154X,Mrs.,Shanell37,Reynolds644,,Sawayn19,M,white,russian,F,Isanti,910 Raynor Row Moorhead Minnesota 56529 US,0
57778735-3abb-4357-9313-4d0c9f9e6af6,1992-04-28,,999-74-2073,S99990584,X11469564X,Ms.,Margene509,Schiller186,,,,white,french,F,St. Charles,328 Bins Vale Edina Minnesota 55343 US,0
b7e97230-1090-441d-8257-0482dcd77280,1957-09-22,2007-12-19,999-41-7767,S99919257,X3697642X,Ms.,Petrina721,Herzog843,,,S,white,french_canadian,F,Plymouth,806 Bartoletti Bypass Cannon Falls Minnesota 55009 US,0
de78d960-3abf-4fb4-8050-73bbbb9e33b6,1950-05-19,2012-01-20,999-93-8822,S99947730,X83046654X,Mrs.,Elda564,Lakin515,,Gorczany269,M,asian,chinese,F,Proctor,475 Pacocha Wynd St. Paul Minnesota 55101 US,0
7fc7eb81-6e54-4d63-9316-9b7586379765,1981-12-26,,999-88-1977,S99982738,X33018465X,Mr.,Juan88,Kuhn96,,,M,white,irish,M,Lakeville,1022 Murray Glen Apt 59 Rochester Minnesota 55901 US,0
d4b25f97-6bb2-4455-8383-0ea49f77f1e7,1988-12-30,,999-94-8479,S99990113,X10276651X,Mr.,Chauncey770,Doyle959,,,M,white,portuguese,M,Austin,119 Crist Lane Minneapolis Minnesota 55401 US,0
78a6c7bf-ef7c-40fd-8b57-abe415556e03,2001-07-22,,999-21-5781,S99972175,,,Tori754,Reichel38,,,,white,irish,F,Burnsville,156 Sawayn Fork Apt 21 Owatonna Minnesota 55060 US,1
c9efdfa8-a126-4499-b252-1ca48e4c44ea,2012-10-31,,999-59-4175,,,,Donnie175,White193,,,,white,russian,M,North Mankato,928 Robel Course Minneapolis Minnesota 55401 US,0
21c3226b-bcc3-4d15-a7d6-8a6ff3187b18,1993-07-31,,999-98-3998,S99921274,X16965030X,Ms.,Jolie499,Price929,,,,white,french_canadian,F,Prior Lake,999 Murphy Flat Unit 97 Hibbing Minnesota 55746 US,0
5df92407-d174-4276-bbf1-09f749ff24dd,1981-05-18,,999-69-2964,S99973984,X27842811X,Mr.,Jaime666,Kuhic920,,,M,white,irish,M,Buffalo,1099 Klein Alley Cannon Falls Minnesota 55009 US,1
76fbde30-eed4-40ed-a29d-c866c4d6d758,2007-10-31,,999-96-7701,,,,Hong136,Cassin499,,,,white,french,M,Crooked Lakeship,253 McDermott Trafficway Suite 48 Hawley Minnesota 56549 US,0
d9426573-c722-45d2-8e18-d9dbe620f0d9,1967-06-13,,999-15-4538,S99944951,X89066690X,Mrs.,Andria131,Bahringer146,,Powlowski563,M,white,italian,F,Maple Lakeship,376 Ziemann Lock Eyotaship Minnesota  US,0
b09f41ca-d00d-469b-93a4-3eb681ac6bc5,1953-08-29,,999-23-9510,S99983677,X1285540X,Mr.,Geraldo282,Larkin917,,,M,white,american,M,Big Lakeship,717 Muller Throughway Eden Prairie Minnesota 55344 US,0
6a9f7213-86c5-44bf-ae62-bac1c0b24a75,1958-04-01,,999-30-3366,S99930195,X7878224X,Mrs.,Amina496,Wilkinson796,,Ebert178,M,white,french,F,Redwood Fallsship,478 Jacobs Ranch St. Paul Minnesota 55101 US,0
50d4160b-618e-4118-b0b7-fdf26872bf2c,1973-01-07,,999-44-3468,S99973284,X29104822X,Mrs.,Ginette140,Yundt842,,Veum823,M,white,irish,F,Cottage Grove,702 West Village Unit 46 Maple Grove Minnesota 55311 US,0
58aab33c-ab7c-45a7-953a-02d138f40b31,1962-11-20,,999-69-7096,S99960238,X22311837X,Mr.,Walter473,Monahan736,,,M,white,swedish,M,Minneapolis,337 Marvin Promenade Duluthship Minnesota  US,1
a3422c01-1873-4ef0-87b0-5f5dfb6353f4,1967-07-21,,999-33-5106,S99995801,X84601981X,Mrs.,Ruth999,Schamberger479,,Hamill307,M,white,portuguese,F,Brooklyn Park,1003 Friesen Fort South St. Paul Minnesota 55075 US,0
e17b78c0-e348-44d9-951b-6572a416340d,1951-03-25,1989-03-21,999-78-6588,S99945008,X25773661X,Mr.,Dorsey40,Watsica258,,,M,white,german,M,Blufftonship,481 Ferry Alley Apt 61 Montevideo Minnesota 56265 US,1
a191c814-476a-4173-a8c5-c20ca256eddb,1958-11-23,,999-92-3542,S99924965,X9428876X,Mrs.,Corazon138,Auer97,,Stokes453,M,white,italian,F,Sauk Centre,896 Wolf Run Crystal Minnesota 55422 US,0
b63d9a70-9fd6-4347-8a9d-47c52fe68e03,2010-11-29,,999-95-1615,,,,Israel728,Waters156,,,,white,french,M,Buffalo,311 King Brook Suite 60 Golden Valley Minnesota 55411 US,0
e72055d5-2b98-4ac3-a7a9-71140f113a20,1997-04-05,,999-13-2224,S99919814,X69483828X,Ms.,Majorie11,Okuneva707,,,,asian,chinese,F,Albertville,373 Quigley Dale Winona Minnesota 55959 US,1
98b6003c-444d-4b33-8b4a-445f4458788f,1985-12-31,,999-51-6396,S99989789,X11030804X,Mrs.,Hae300,Barton704,,Johns824,M,white,french,F,Savage,212 Flatley Mall Apt 39 Lakeville Minnesota 55024 US,0
eedb04aa-45ed-4b55-a3ba-e528daf558b8,1993-11-24,,999-23-6424,S99988985,X66448229X,Ms.,Dede50,Roob72,,,,white,irish,F,Minneapolis,700 Bergstrom Heights Nicolletship Minnesota  US,0
ff619ad8-78eb-47f1-8afc-5da225945b2f,2008-10-11,,999-67-5773,,,,Ai120,Mueller846,,,,white,swedish,F,Jackson,992 Bartell Route Suite 32 Montevideo Minnesota 56265 US,0
0c174ee9-3679-443c-a1d4-26ace59ea2f0,1998-10-18,,999-76-7681,S99938462,,Ms.,Claudette391,Nienow652,,,,white,german,F,Minneapolis,690 Krajcik Gateway Green Isleship Minnesota  US,0
d4bddcd2-00f8-4d7a-8160-0030f1fcfc09,1961-10-19,1997-12-11,999-95-7239,S99933264,X39809370X,Mrs.,Fallon874,Kilback373,,Bergnaum523,M,white,polish,F,Coon Rapids,659 Douglas Mill Suite 90 Marionship Minnesota  US,0
e404950a-e72b-4f0d-9d6c-b3af909a09a8,1944-08-24,,999-61-4819,S99986057,X24120800X,Mrs.,Hortense60,Kling921,,Conroy74,M,white,american,F,Minnetonka,757 Fadel Lock Caledonia Minnesota 55921 US,0
97956488-7169-462e-9cce-83c9f06cf69d,2015-09-16,,999-43-3927,,,,Royal919,Mertz280,,,,white,french,M,White Bearship,833 Leffler Bypass Fairmont Minnesota 56031 US,0
5c38abc4-824b-4316-a001-d7c9a2f993c8,1987-02-22,,999-28-9426,S99917150,X64687730X,Mr.,Jeff859,Mosciski958,,,S,white,italian,M,Brainerd,1025 Medhurst Passage Maple Grove Minnesota 55311 US,0
ff561568-abc1-4022-a29f-d83a5e635568,1993-04-16,,999-45-8806,S99938102,X9753189X,Mr.,Hollis7,Douglas31,,,,white,italian,M,Bloomington,461 Wilderman Vale Unit 37 New Londonship Minnesota  US,0
8375f476-94d3-46d4-b077-a453618d99ef,2001-06-02,,999-60-9067,S99912854,,,Carter549,Beatty507,,,,white,english,M,Northfield,870 Tillman Drive Unit 62 Marionship Minnesota  US,0
3204a9a4-9522-4ee2-a21e-e574d85ee2cb,1959-12-04,,999-40-8791,S99931886,X45946320X,Mr.,Ernie189,King743,,,M,white,portuguese,M,Maple Grove,343 Waelchi Lane Elk River Minnesota 55330 US,0
3a6eb363-9087-4a4f-8d3d-9057562e3453,2006-02-18,,999-95-8810,,,,Harvey63,Torp761,,,,white,french_canadian,M,Woodbury,492 Leuschke Run Plymouth Minnesota 55441 US,0
32020e8e-c0dd-4613-b7c9-b6711fc7a59c,1991-01-20,2008-03-02,999-52-7363,S99973460,,,Gene733,Lueilwitz711,,,,white,english,M,Bloomington,346 Reinger Gardens Cloquet Minnesota 55720 US,0
b8071695-6019-4900-bf51-96f21e0a4986,1983-09-26,,999-98-6757,S99935963,X63522368X,Ms.,Monnie762,Rogahn59,,,S,asian,chinese,F,Credit Rivership,905 Rosenbaum Skyway Woodbury Minnesota 55125 US,0
